"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"2583","I182067938",3201,"Property Lost","PROPERTY - LOST","A1",NA,"","2018-08-24 15:00:00",2018,8,"Friday",15,"Part Three","BEACON ST",NA,NA,"(0.00000000, 0.00000000)"
"2584","I182067884",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",284,"","2018-08-24 15:00:00",2018,8,"Friday",15,"Part One","COLUMBUS AVE",42.34048665,-71.08196018,"(42.34048665, -71.08196018)"
"2585","I182067876",3207,"Property Found","PROPERTY - FOUND","A1",94,"","2018-08-24 15:00:00",2018,8,"Friday",15,"Part Three","CLINTON ST",42.36067984,-71.05482325,"(42.36067984, -71.05482325)"
"2586","I182067861",1810,"Drug Violation","DRUGS - SALE / MANUFACTURING","A15",41,"","2018-08-24 14:57:00",2018,8,"Friday",14,"Part Two","VINE ST",42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
"2587","I182067862",3114,"Investigate Property","INVESTIGATE PROPERTY","C11",355,"","2018-08-24 14:56:00",2018,8,"Friday",14,"Part Three","GIBSON ST",42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
"2588","I182067879",619,"Larceny","LARCENY ALL OTHERS","C6",226,"","2018-08-24 14:54:00",2018,8,"Friday",14,"Part One","E BROADWAY",42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
"2589","I182067885",619,"Larceny","LARCENY ALL OTHERS","C11",366,"","2018-08-24 14:52:00",2018,8,"Friday",14,"Part One","EDWIN ST",42.28890049,-71.06266918,"(42.28890049, -71.06266918)"
"2590","I182067964",617,"Larceny","LARCENY THEFT FROM BUILDING","A1",114,"","2018-08-24 14:45:00",2018,8,"Friday",14,"Part One","ATLANTIC AVE",42.35438252,-71.05213281,"(42.35438252, -71.05213281)"
"2591","I182067991",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C6",NA,"","2018-08-24 14:40:00",2018,8,"Friday",14,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"2592","I182067860",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","C6",NA,"","2018-08-24 14:38:00",2018,8,"Friday",14,"Part Two","",NA,NA,"(0.00000000, 0.00000000)"
"2593","I182067860",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","C6",NA,"","2018-08-24 14:38:00",2018,8,"Friday",14,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"2594","I182067860",2907,"Violations","VAL - OPERATING AFTER REV/SUSP.","C6",NA,"","2018-08-24 14:38:00",2018,8,"Friday",14,"Part Two","",NA,NA,"(0.00000000, 0.00000000)"
"2595","I182067854",361,"Robbery","ROBBERY - OTHER","E13",906,"","2018-08-24 14:28:00",2018,8,"Friday",14,"Part One","HEATH ST",42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
"2596","I182067848",2629,"Harassment","HARASSMENT","B2",319,"","2018-08-24 14:24:00",2018,8,"Friday",14,"Part Two","SONOMA ST",42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
"2597","I182067856",3301,"Verbal Disputes","VERBAL DISPUTE","B3",443,"","2018-08-24 14:19:00",2018,8,"Friday",14,"Part Three","HARVARD ST",42.29633742,-71.08071527,"(42.29633742, -71.08071527)"
"2598","I182067872",2662,"Ballistics","BALLISTICS EVIDENCE/FOUND","A1",95,"","2018-08-24 14:18:00",2018,8,"Friday",14,"Part Two","STATE ST",42.35961316,-71.05195809,"(42.35961316, -71.05195809)"
"2599","I182067868",3201,"Property Lost","PROPERTY - LOST","D4",NA,"","2018-08-24 14:18:00",2018,8,"Friday",14,"Part Three","HUNTINGTON AVE",NA,NA,"(0.00000000, 0.00000000)"
"2600","I182067864",1402,"Vandalism","VANDALISM","B3",427,"","2018-08-24 14:17:00",2018,8,"Friday",14,"Part Two","FESSENDEN ST",42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
"2601","I182067908",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","A1",117,"","2018-08-24 14:10:00",2018,8,"Friday",14,"Part Two","STUART ST",42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
"2602","I182067855",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2",260,"","2018-08-24 14:10:00",2018,8,"Friday",14,"Part One","WOODWARD PARK ST",42.31862926,-71.07271365,"(42.31862926, -71.07271365)"
"2603","I182067851",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","D4",156,"","2018-08-24 14:05:00",2018,8,"Friday",14,"Part Three","W SPRINGFIELD ST",42.33930275,-71.07912378,"(42.33930275, -71.07912378)"
"2604","I182068643",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D4",179,"","2018-08-24 14:00:00",2018,8,"Friday",14,"Part Three","MELNEA CASS BLVD",42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
"2605","I182067857",3114,"Investigate Property","INVESTIGATE PROPERTY","D4",623,"","2018-08-24 13:55:00",2018,8,"Friday",13,"Part Three","COMMONWEALTH AVE",42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
"2606","I182067875",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A1",114,"","2018-08-24 13:50:00",2018,8,"Friday",13,"Part Three","ATLANTIC AVE",42.35438252,-71.05213281,"(42.35438252, -71.05213281)"
"2607","I182067863",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",455,"","2018-08-24 13:40:00",2018,8,"Friday",13,"Part One","ELDON ST",42.30294389,-71.0782248,"(42.30294389, -71.07822480)"
"2608","I182067893",3115,"Investigate Person","INVESTIGATE PERSON","C6",186,"","2018-08-24 13:39:00",2018,8,"Friday",13,"Part Three","ALLSTATE RD",42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
"2609","I182067858",2007,"Restraining Order Violations","VIOL. OF RESTRAINING ORDER W NO ARREST","B3",456,"","2018-08-24 13:39:00",2018,8,"Friday",13,"Part Two","ERIE ST",42.30272114,-71.07976167,"(42.30272114, -71.07976167)"
"2610","I182067831",2647,"Other","THREATS TO DO BODILY HARM","D4",147,"","2018-08-24 13:38:00",2018,8,"Friday",13,"Part Two","WELLINGTON ST",42.34153413,-71.08174368,"(42.34153413, -71.08174368)"
"2611","I182067841",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",428,"","2018-08-24 13:31:00",2018,8,"Friday",13,"Part Three","NORFOLK ST",42.2803354,-71.08823995,"(42.28033540, -71.08823995)"
"2612","I182067828",2629,"Harassment","HARASSMENT","A7",16,"","2018-08-24 13:30:25",2018,8,"Friday",13,"Part Two","CONDOR ST",42.38258002,-71.03184167,"(42.38258002, -71.03184167)"
"2613","I182069338",3501,"Missing Person Reported","MISSING PERSON","B2",294,"","2018-08-24 13:30:00",2018,8,"Friday",13,"Part Three","ALPINE ST",42.32545165,-71.08677983,"(42.32545165, -71.08677983)"
"2614","I182067927",1402,"Vandalism","VANDALISM","C6",196,"","2018-08-24 13:30:00",2018,8,"Friday",13,"Part Two","C ST",42.33704755,-71.05560465,"(42.33704755, -71.05560465)"
"2615","I182067826",3201,"Property Lost","PROPERTY - LOST","B2",262,"","2018-08-24 13:27:58",2018,8,"Friday",13,"Part Three","W COTTAGE ST",42.32052521,-71.07610051,"(42.32052521, -71.07610051)"
"2616","I182067823",3201,"Property Lost","PROPERTY - LOST","D14",807,"","2018-08-24 13:24:00",2018,8,"Friday",13,"Part Three","ANTWERP ST",42.3623344,-71.13838138,"(42.36233440, -71.13838138)"
"2617","I182067843",3810,"Motor Vehicle Accident Response","M/V ACCIDENT - INVOLVING  BICYCLE - INJURY","B2",588,"","2018-08-24 13:05:00",2018,8,"Friday",13,"Part Three","ALBERT ST",42.3336003,-71.0932276,"(42.33360030, -71.09322760)"
"2618","I182068678",3201,"Property Lost","PROPERTY - LOST","E5",736,"","2018-08-24 13:00:00",2018,8,"Friday",13,"Part Three","CENTRE ST",42.2851166,-71.15646173,"(42.28511660, -71.15646173)"
"2619","I182067832",3301,"Verbal Disputes","VERBAL DISPUTE","B2",328,"","2018-08-24 12:56:00",2018,8,"Friday",12,"Part Three","MAGNOLIA ST",42.3113948,-71.07384945,"(42.31139480, -71.07384945)"
"2620","I182067835",2610,"Other","TRESPASSING","B2",288,"","2018-08-24 12:51:00",2018,8,"Friday",12,"Part Two","ROXBURY ST",42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
"2621","I182069262",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",623,"","2018-08-24 12:40:00",2018,8,"Friday",12,"Part One","COMMONWEALTH AVE",42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
"2622","I182067904",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D4",621,"","2018-08-24 12:36:00",2018,8,"Friday",12,"Part Two","MASSACHUSETTS AVE",42.35064119,-71.08938693,"(42.35064119, -71.08938693)"
"2623","I182067847",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","A1",NA,"","2018-08-24 12:22:00",2018,8,"Friday",12,"Part Two","JOHN F. FITZGERALD SURFAC",NA,NA,"(0.00000000, 0.00000000)"
"2624","I182067811",2646,"Liquor Violation","LIQUOR - DRINKING IN PUBLIC","B3",945,"","2018-08-24 12:12:00",2018,8,"Friday",12,"Part Two","WESTVIEW ST",42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
"2625","I182067799",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","D4",163,"","2018-08-24 12:10:48",2018,8,"Friday",12,"Part Two","DWIGHT ST",42.34382776,-71.06771838,"(42.34382776, -71.06771838)"
"2626","I182067798",3115,"Investigate Person","INVESTIGATE PERSON","E18",537,"","2018-08-24 12:07:46",2018,8,"Friday",12,"Part Three","RALDNE RD",42.25654895,-71.1411728,"(42.25654895, -71.14117280)"
"2627","I182067814",3115,"Investigate Person","INVESTIGATE PERSON","D4",145,"","2018-08-24 12:01:00",2018,8,"Friday",12,"Part Three","BLACKWOOD ST",42.34296464,-71.08244713,"(42.34296464, -71.08244713)"
"2628","I182069123",617,"Larceny","LARCENY THEFT FROM BUILDING","E13",304,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part One","WASHINGTON ST",42.31667114,-71.09743705,"(42.31667114, -71.09743705)"
"2629","I182068883",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5",680,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part Three","COHASSET ST",42.2850392,-71.13093078,"(42.28503920, -71.13093078)"
"2630","I182067940",1874,"Drug Violation","DRUGS - OTHER","C6",200,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part Two","W BROADWAY",42.34128751,-71.05467933,"(42.34128751, -71.05467933)"
"2631","I182067886",3207,"Property Found","PROPERTY - FOUND","",NA,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"2632","I182067829",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E5",821,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part Three","CARROLTON RD",42.25616789,-71.15909972,"(42.25616789, -71.15909972)"
"2633","I182067810",3108,"Fire Related Reports","FIRE REPORT - HOUSE, BUILDING, ETC.","E5",685,"","2018-08-24 12:00:00",2018,8,"Friday",12,"Part Three","LENISTON ST",42.28003707,-71.13795014,"(42.28003707, -71.13795014)"
"2634","I182067821",2647,"Other","THREATS TO DO BODILY HARM","E18",526,"","2018-08-24 11:57:00",2018,8,"Friday",11,"Part Two","NEPONSET VALLEY PKWY",42.23591132,-71.12710162,"(42.23591132, -71.12710162)"
"2635","I182067800",3301,"Verbal Disputes","VERBAL DISPUTE","C6",915,"","2018-08-24 11:44:00",2018,8,"Friday",11,"Part Three","E NINTH ST",42.33146325,-71.0501256,"(42.33146325, -71.05012560)"
"2636","I182067870",3115,"Investigate Person","INVESTIGATE PERSON","B3",NA,"","2018-08-24 11:41:00",2018,8,"Friday",11,"Part Three","",NA,NA,"(0.00000000, 0.00000000)"
"2637","I182067792",2647,"Other","THREATS TO DO BODILY HARM","C11",364,"","2018-08-24 11:37:00",2018,8,"Friday",11,"Part Two","GINITA ST",42.29457893,-71.05750898,"(42.29457893, -71.05750898)"
"2638","I182067806",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",421,"","2018-08-24 11:30:00",2018,8,"Friday",11,"Part Three","MORTON ST",42.28098427,-71.08528267,"(42.28098427, -71.08528267)"
"2639","I182067803",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E13",582,"","2018-08-24 11:30:00",2018,8,"Friday",11,"Part Three","BYNNER ST",42.32324363,-71.10892316,"(42.32324363, -71.10892316)"
"2640","I182067787",3115,"Investigate Person","INVESTIGATE PERSON","D4",168,"","2018-08-24 11:11:00",2018,8,"Friday",11,"Part Three","E NEWTON ST",42.33748967,-71.07196107,"(42.33748967, -71.07196107)"
"2641","I182067794",3301,"Verbal Disputes","VERBAL DISPUTE","B3",477,"","2018-08-24 11:10:00",2018,8,"Friday",11,"Part Three","HARVARD ST",42.27608689,-71.10834131,"(42.27608689, -71.10834131)"
"2642","I182067845",706,"Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","C6",914,"","2018-08-24 11:08:00",2018,8,"Friday",11,"Part One","HENRY STERLING SQ",42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
"2643","I182067789",1830,"Drug Violation","DRUGS - SICK ASSIST - HEROIN","C11",356,"","2018-08-24 11:04:00",2018,8,"Friday",11,"Part Two","FREEMAN ST",42.2997787,-71.06252889,"(42.29977870, -71.06252889)"
"2644","I182067808",3116,"Harbor Related Incidents","HARBOR INCIDENT / VIOLATION","",NA,"","2018-08-24 11:02:00",2018,8,"Friday",11,"Part Three","THOMPSON ISL",NA,NA,"(0.00000000, 0.00000000)"
"2645","I182067844",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","E5",561,"","2018-08-24 11:00:00",2018,8,"Friday",11,"Part Three","CUMMINS HWY",42.28168459,-71.12222109,"(42.28168459, -71.12222109)"
"2646","I182067790",3301,"Verbal Disputes","VERBAL DISPUTE","D14",938,"","2018-08-24 10:55:00",2018,8,"Friday",10,"Part Three","JETTE CT",42.3468275,-71.14319087,"(42.34682750, -71.14319087)"
"2647","I182067791",3410,"Towed","TOWED MOTOR VEHICLE","A15",50,"","2018-08-24 10:36:00",2018,8,"Friday",10,"Part Three","SPICE ST",42.38298165,-71.07490607,"(42.38298165, -71.07490607)"
"2648","I182067984",3115,"Investigate Person","INVESTIGATE PERSON","B2",300,"","2018-08-24 10:30:00",2018,8,"Friday",10,"Part Three","THORNTON ST",42.32337421,-71.09103005,"(42.32337421, -71.09103005)"
"2649","I182067793",3160,"Fire Related Reports","FIRE REPORT - CAR, BRUSH, ETC.","D14",808,"","2018-08-24 10:30:00",2018,8,"Friday",10,"Part Three","LINCOLN ST",42.35803303,-71.141262,"(42.35803303, -71.14126200)"
"2650","I182067784",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A1",96,"","2018-08-24 10:29:00",2018,8,"Friday",10,"Part One","ATLANTIC AVE",42.35626771,-71.05079915,"(42.35626771, -71.05079915)"
"2651","I182067782",2646,"Liquor Violation","LIQUOR - DRINKING IN PUBLIC","B3",426,"","2018-08-24 10:25:00",2018,8,"Friday",10,"Part Two","BLUE HILL AVE",42.26820198,-71.09367344,"(42.26820198, -71.09367344)"
"2652","I182067788",3501,"Missing Person Reported","MISSING PERSON","B3",453,"","2018-08-24 10:15:00",2018,8,"Friday",10,"Part Three","ALGONQUIN ST",42.29742411,-71.07531358,"(42.29742411, -71.07531358)"
"2653","I182067778",735,"Auto Theft Recovery","RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)","B2",587,"","2018-08-24 10:09:00",2018,8,"Friday",10,"Other","OSCAR ST",42.33011785,-71.09707422,"(42.33011785, -71.09707422)"
"2654","I182067781",3114,"Investigate Property","INVESTIGATE PROPERTY","C6",215,"","2018-08-24 10:08:00",2018,8,"Friday",10,"Part Three","W SEVENTH ST",42.33461719,-71.05133548,"(42.33461719, -71.05133548)"
"2655","I182067779",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",396,"","2018-08-24 10:01:00",2018,8,"Friday",10,"Part One","SANTUIT ST",42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
"2656","I182067779",3115,"Investigate Person","INVESTIGATE PERSON","C11",396,"","2018-08-24 10:01:00",2018,8,"Friday",10,"Part Three","SANTUIT ST",42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
"2657","I182068465",2647,"Other","THREATS TO DO BODILY HARM","E5",691,"","2018-08-24 10:00:00",2018,8,"Friday",10,"Part Two","CENTRE ST",42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
"2658","I182068465",619,"Larceny","LARCENY ALL OTHERS","E5",691,"","2018-08-24 10:00:00",2018,8,"Friday",10,"Part One","CENTRE ST",42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
"2659","I182068369",3201,"Property Lost","PROPERTY - LOST","C11",404,"","2018-08-24 10:00:00",2018,8,"Friday",10,"Part Three","DORCHESTER AVE",42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
"2660","I182067877",3114,"Investigate Property","INVESTIGATE PROPERTY","C6",232,"","2018-08-24 10:00:00",2018,8,"Friday",10,"Part Three","E SIXTH ST",42.33324404,-71.02812795,"(42.33324404, -71.02812795)"
"2661","I182067777",2610,"Other","TRESPASSING","B2",280,"","2018-08-24 09:59:00",2018,8,"Friday",9,"Part Two","WARREN ST",42.32902469,-71.08341505,"(42.32902469, -71.08341505)"
"2662","I182067809",3116,"Harbor Related Incidents","HARBOR INCIDENT / VIOLATION","",NA,"","2018-08-24 09:52:00",2018,8,"Friday",9,"Part Three","USS CONSTITUTION",NA,NA,"(0.00000000, 0.00000000)"
"2663","I182068125",3114,"Investigate Property","INVESTIGATE PROPERTY","B2",268,"","2018-08-24 09:30:00",2018,8,"Friday",9,"Part Three","EUSTIS ST",42.32804842,-71.07651895,"(42.32804842, -71.07651895)"
"2664","I182067773",1402,"Vandalism","VANDALISM","C11",352,"","2018-08-24 09:30:00",2018,8,"Friday",9,"Part Two","ARCADIA PARK",42.30108354,-71.06302178,"(42.30108354, -71.06302178)"
"2665","I182067786",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","A1",120,"","2018-08-24 09:27:00",2018,8,"Friday",9,"Part Three","PARK PLZ",42.35162789,-71.0686641,"(42.35162789, -71.06866410)"
"2666","I182067764",3119,"Firearm Discovery","FIREARM/WEAPON - FOUND OR CONFISCATED","A1",68,"","2018-08-24 09:21:00",2018,8,"Friday",9,"Part Three","BOWDOIN ST",42.36038173,-71.06285769,"(42.36038173, -71.06285769)"
"2667","I182067776",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D4",272,"","2018-08-24 09:15:00",2018,8,"Friday",9,"Part Two","E LENOX ST",42.33406106,-71.0775625,"(42.33406106, -71.07756250)"
"2668","I182067771",3301,"Verbal Disputes","VERBAL DISPUTE","C11",337,"","2018-08-24 09:10:00",2018,8,"Friday",9,"Part Three","GENEVA AVE",42.30461251,-71.07296566,"(42.30461251, -71.07296566)"
"2669","I182067772",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","C6",175,"","2018-08-24 09:06:00",2018,8,"Friday",9,"Part Two","TOPEKA ST",42.33280882,-71.06729226,"(42.33280882, -71.06729226)"
"2670","I182067772",3125,"Warrant Arrests","WARRANT ARREST","C6",175,"","2018-08-24 09:06:00",2018,8,"Friday",9,"Part Three","TOPEKA ST",42.33280882,-71.06729226,"(42.33280882, -71.06729226)"
"2671","I182068758",3201,"Property Lost","PROPERTY - LOST","E13",651,"","2018-08-24 09:00:00",2018,8,"Friday",9,"Part Three","SAINT MARK ST",42.30230816,-71.11407088,"(42.30230816, -71.11407088)"
"2672","I182067759",3115,"Investigate Person","INVESTIGATE PERSON","C11",355,"","2018-08-24 08:58:00",2018,8,"Friday",8,"Part Three","GIBSON ST",42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
"2673","I182069573",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D14",780,"","2018-08-24 08:50:00",2018,8,"Friday",8,"Part Two","N BEACON ST",42.35595678,-71.14830894,"(42.35595678, -71.14830894)"
"2674","I182067816",3114,"Investigate Property","INVESTIGATE PROPERTY","D4",145,"","2018-08-24 08:50:00",2018,8,"Friday",8,"Part Three","SAINT BOTOLPH ST",42.34348107,-71.08250256,"(42.34348107, -71.08250256)"
"2675","I182067797",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A15",41,"","2018-08-24 08:45:00",2018,8,"Friday",8,"Part Three","VINE ST",42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
"2676","I182048773",2610,"Other","TRESPASSING","A1",117,"","2018-08-24 08:39:00",2018,8,"Friday",8,"Part Two","BOYLSTON ST",42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
"2677","I182048773",3125,"Warrant Arrests","WARRANT ARREST","A1",117,"","2018-08-24 08:39:00",2018,8,"Friday",8,"Part Three","BOYLSTON ST",42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
"2678","I182067756",3807,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER CITY VEHICLE","D4",168,"","2018-08-24 08:36:00",2018,8,"Friday",8,"Part Three","RUTLAND ST",42.33918666,-71.07522556,"(42.33918666, -71.07522556)"
"2679","I182067761",3301,"Verbal Disputes","VERBAL DISPUTE","B3",427,"","2018-08-24 08:31:00",2018,8,"Friday",8,"Part Three","NORFOLK ST",42.27630951,-71.09300257,"(42.27630951, -71.09300257)"
"2680","I182067757",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","D14",780,"","2018-08-24 08:25:00",2018,8,"Friday",8,"Part Two","N BEACON ST",42.35595678,-71.14830894,"(42.35595678, -71.14830894)"
"2681","I182067754",613,"Larceny","LARCENY SHOPLIFTING","B2",603,"","2018-08-24 08:20:00",2018,8,"Friday",8,"Part One","TREMONT ST",42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
"2682","I182067896",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",614,"","2018-08-24 08:15:00",2018,8,"Friday",8,"Part Three","LONGWOOD AVE",42.33799689,-71.1056602,"(42.33799689, -71.10566020)"
"2683","I182067765",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","C11",369,"","2018-08-24 08:13:00",2018,8,"Friday",8,"Part One","HOUGHTON ST",42.29548607,-71.05227549,"(42.29548607, -71.05227549)"
"2684","I182067763",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","E18",512,"","2018-08-24 08:13:00",2018,8,"Friday",8,"Part Three","FAIRMOUNT AVE",42.25169697,-71.11738135,"(42.25169697, -71.11738135)"
"2685","I182067939",1402,"Vandalism","VANDALISM","B2",287,"","2018-08-24 08:00:00",2018,8,"Friday",8,"Part Two","DEWITT DR",42.33201394,-71.08556833,"(42.33201394, -71.08556833)"
