"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location"
"3202",120804002,"01/01/2012","12/31/2011",2330,8,"West LA",838,624,"BATTERY - SIMPLE ASSAULT","0400",18,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",624,NA,NA,NA,"600    GAYLEY                       AV","","(34.0686, -118.449)"
"3203",120804022,"12/31/2011","12/31/2011",1355,8,"West LA",807,330,"BURGLARY FROM VEHICLE","0344 1609 1300",18,"M","W",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"2500    PERDIDO                      LN","","(34.1146, -118.4464)"
"3204",120804024,"12/31/2011","12/31/2011",100,8,"West LA",855,330,"BURGLARY FROM VEHICLE","0344 1300 1609 0352",26,"M","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"1700    GLENDON                      AV","","(34.0522, -118.4378)"
"3205",120804033,"01/01/2012","12/31/2011",1400,8,"West LA",839,331,"THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)","0344",44,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",331,NA,NA,NA,"10200    SANTA MONICA                 BL","","(34.0605, -118.4193)"
"3206",120804036,"12/31/2011","12/31/2011",1515,8,"West LA",817,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",64,"F","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1000    GLENDON                      AV","","(34.0625, -118.444)"
"3207",120804045,"12/31/2011","12/31/2011",800,8,"West LA",859,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307",49,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"AIRDROME","SHENANDOAH","(34.0483, -118.3825)"
"3208",120804081,"01/02/2012","12/31/2011",1430,8,"West LA",892,310,"BURGLARY","0344 1402",63,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,998,NA,NA,"11600    GATEWAY                      BL","","(34.0308, -118.4426)"
"3209",120804103,"01/03/2012","12/31/2011",1200,8,"West LA",827,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",52,"M","W",146,"PATIO*",NA,"","IC","Invest Cont",341,NA,NA,NA,"200 S  BARRINGTON                   AV","","(34.0646, -118.4692)"
"3210",120804104,"01/03/2012","12/31/2011",1155,8,"West LA",849,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 1202",87,"M","W",510,"NURSING/CONVALESCENT/RETIREMENT HOME",NA,"","IC","Invest Cont",440,NA,NA,NA,"8500 W  OLYMPIC                      BL","","(34.0595, -118.3762)"
"3211",120804237,"01/06/2012","12/31/2011",1130,8,"West LA",835,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1300",26,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","AO","Adult Other",745,NA,NA,NA,"1800 S  SEPULVEDA                    BL","","(34.0459, -118.4428)"
"3212",120804499,"01/12/2012","12/31/2011",130,8,"West LA",833,121,"RAPE, FORCIBLE","",21,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","IC","Invest Cont",121,NA,NA,NA,"10900    OHIO                         AV","","(34.0536, -118.4416)"
"3213",120804989,"01/23/2012","12/31/2011",5,8,"West LA",881,354,"THEFT OF IDENTITY","0923 0929 1822",75,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"1900    BARRY                        AV","","(34.0391, -118.4506)"
"3214",120904004,"01/01/2012","12/31/2011",2250,9,"Van Nuys",933,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416",21,"M","H",108,"PARKING LOT",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"14700    DELANO                       ST","","(34.1827, -118.4531)"
"3215",120904021,"01/01/2012","12/31/2011",2130,9,"Van Nuys",916,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","1300 1307 0329",34,"F","O",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",740,NA,NA,NA,"6900    WOODMAN                      AV","","(34.1958, -118.4312)"
"3216",120904022,"01/01/2012","12/31/2011",1100,9,"Van Nuys",926,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 2000 1243",29,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"6600    WOODMAN                      AV","","(34.1904, -118.4312)"
"3217",120904031,"01/01/2012","12/31/2011",2250,9,"Van Nuys",906,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0429",55,"M","A",104,"DRIVEWAY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",230,NA,NA,NA,"14400    VALERIO                      ST","","(34.2048, -118.4468)"
"3218",120904048,"01/01/2012","12/31/2011",1800,9,"Van Nuys",923,330,"BURGLARY FROM VEHICLE","1307 0344",31,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"15000    ARCHWOOD                     ST","","(34.193, -118.4603)"
"3219",120904049,"01/01/2012","12/31/2011",1230,9,"Van Nuys",941,330,"BURGLARY FROM VEHICLE","0344",25,"M","W",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"14500    BURBANK                      BL","","(34.1721, -118.4488)"
"3220",120904051,"01/01/2012","12/31/2011",2030,9,"Van Nuys",929,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",22,"M","W",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"KITTRIDGE                    ST","FULTON                       AV","(34.1903, -118.4225)"
"3221",120904052,"01/01/2012","12/31/2011",1100,9,"Van Nuys",904,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",47,"M","W",101,"STREET",NA,"","IC","Invest Cont",745,NA,NA,NA,"VALERIO                      ST","SEPULVEDA                    BL","(34.2048, -118.4659)"
"3222",120904064,"01/01/2012","12/31/2011",1500,9,"Van Nuys",926,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329 1300 1307",28,"M","H",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",740,NA,NA,NA,"13900    VANOWEN                      ST","","(34.194, -118.4356)"
"3223",120904069,"01/01/2012","12/31/2011",1500,9,"Van Nuys",926,330,"BURGLARY FROM VEHICLE","0344 1300 1307",41,"M","B",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"13900    VANOWEN                      ST","","(34.194, -118.4356)"
"3224",120904082,"01/02/2012","12/31/2011",1300,9,"Van Nuys",909,310,"BURGLARY","0321",34,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"7300    HAZELTINE                    AV","","(34.2031, -118.44)"
"3225",121004006,"01/01/2012","12/31/2011",1700,10,"West Valley",1025,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",NA,"M","W",602,"BANK",NA,"","IC","Invest Cont",740,NA,NA,NA,"18200    SHERMAN                      WY","","(34.2012, -118.5295)"
"3226",121004012,"01/01/2012","12/31/2011",1800,10,"West Valley",1008,310,"BURGLARY","1607 0344",NA,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"16000    ARMINTA                      ST","","(34.2139, -118.4815)"
"3227",121004015,"01/01/2012","12/31/2011",30,10,"West Valley",1006,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",56,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"8000    ANDASOL                      AV","","(34.2157, -118.5118)"
"3228",121004026,"01/02/2012","12/31/2011",1535,10,"West Valley",1025,956,"LETTERS, LEWD","1501",53,"M","O",203,"OTHER BUSINESS",511,"VERBAL THREAT","AO","Adult Other",956,NA,NA,NA,"6900    CANBY                        AV","","(34.1957, -118.5348)"
"3229",121004028,"01/02/2012","12/31/2011",630,10,"West Valley",1025,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",44,"M","H",108,"PARKING LOT",NA,"","IC","Invest Cont",440,NA,NA,NA,"7100    ETIWANDA                     AV","","(34.1993, -118.5317)"
"3230",121004031,"01/02/2012","12/31/2011",1100,10,"West Valley",1034,510,"VEHICLE - STOLEN","",11,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"6100    RESEDA                       BL","","(34.1807, -118.536)"
"3231",121004043,"01/02/2012","12/31/2011",1600,10,"West Valley",1023,510,"VEHICLE - STOLEN","",11,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"6600    WILBUR                       AV","","(34.1902, -118.5448)"
"3232",121004051,"01/02/2012","12/31/2011",1200,10,"West Valley",1065,310,"BURGLARY","1607 0344",NA,"M","O",702,"OFFICE BUILDING/OFFICE",NA,"","IC","Invest Cont",310,NA,NA,NA,"5400    ZELZAH                       AV","","(34.1686, -118.522)"
"3233",121004064,"01/03/2012","12/31/2011",1600,10,"West Valley",1015,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",24,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",745,NA,NA,NA,"17800    SHERMAN                      WY","","(34.2011, -118.5208)"
"3234",121004065,"01/03/2012","12/31/2011",1915,10,"West Valley",1067,310,"BURGLARY","1605 0344 0352",41,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"5300    LOUISE                       AV","","(34.1677, -118.5098)"
"3235",121004077,"01/03/2012","12/31/2011",2300,10,"West Valley",1065,330,"BURGLARY FROM VEHICLE","0344 1300",41,"F","W",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"5200    NEWCASTLE                    AV","","(34.1645, -118.5244)"
"3236",121004080,"01/03/2012","12/31/2011",1400,10,"West Valley",1033,354,"THEFT OF IDENTITY","0377 1822 0930",60,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"19100    VICTORY                      BL","","(34.1866, -118.5491)"
"3237",121004094,"01/03/2012","12/31/2011",2030,10,"West Valley",1027,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",18,"M","H",101,"STREET",NA,"","IC","Invest Cont",740,NA,NA,NA,"TEXHOMA                      AV","HART                         ST","(34.1975, -118.5153)"
"3238",121004153,"01/04/2012","12/31/2011",2000,10,"West Valley",1035,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",47,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"6500    BALCOM                       AV","","(34.1886, -118.5207)"
"3239",121004198,"01/05/2012","12/31/2011",1630,10,"West Valley",1065,310,"BURGLARY","0344 1606",50,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"5300    ZELZAH                       AV","","(34.167, -118.522)"
"3240",121004203,"01/05/2012","12/31/2011",1300,10,"West Valley",1039,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",66,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",740,NA,NA,NA,"6700    WOODLEY                      AV","","(34.1921, -118.4836)"
"3241",121004299,"01/07/2012","12/31/2011",2030,10,"West Valley",1091,310,"BURGLARY","1606 0389 0352",47,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"5000    CALVIN                       AV","","(34.1606, -118.5574)"
"3242",121004465,"01/11/2012","12/31/2011",800,10,"West Valley",1034,354,"THEFT OF IDENTITY","1822 0930",43,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"6200    RESEDA                       BL","","(34.183, -118.536)"
"3243",121004887,"01/20/2012","12/31/2011",2300,10,"West Valley",1012,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",35,"F","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"7300    BAIRD                        AV","","(34.2031, -118.5373)"
"3244",121005304,"01/27/2012","12/31/2011",1100,10,"West Valley",1091,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0349",46,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"3700    WINFORD                      DR","","(34.1367, -118.5496)"
"3245",121100501,"01/01/2012","12/31/2011",1915,11,"Northeast",1117,310,"BURGLARY","0344 1402",NA,"M","O",721,"HIGH SCHOOL",NA,"","AA","Adult Arrest",310,998,NA,NA,"1700    YOSEMITE                     DR","","(34.133, -118.2031)"
"3246",121104003,"01/01/2012","12/31/2011",2215,11,"Northeast",1141,510,"VEHICLE - STOLEN","",11,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"4900    LOS FELIZ                    BL","","(34.1103, -118.2963)"
"3247",121104006,"01/01/2012","12/31/2011",1500,11,"Northeast",1181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",23,"F","A",406,"OTHER STORE",NA,"","IC","Invest Cont",341,NA,NA,NA,"2100 W  SUNSET                       BL","","(34.0776, -118.2635)"
"3248",121104007,"01/01/2012","12/31/2011",2300,11,"Northeast",1141,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",40,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",440,NA,NA,NA,"4900    LOS FELIZ                    BL","","(34.1103, -118.2963)"
"3249",121104022,"01/01/2012","12/31/2011",730,11,"Northeast",1151,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",NA,"M","O",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",740,NA,NA,NA,"4800    HOLLYWOOD                    BL","","(34.1018, -118.2945)"
"3250",121104026,"12/31/2011","12/31/2011",2245,11,"Northeast",1139,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0400 0416 2000 1814",24,"F","H",102,"SIDEWALK",NA,"","IC","Invest Cont",626,NA,NA,NA,"5900 N  FIGUEROA                     ST","","(34.1106, -118.1908)"
"3251",121104036,"01/01/2012","12/31/2011",2230,11,"Northeast",1181,624,"BATTERY - SIMPLE ASSAULT","0416 0913 2002",31,"M","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"1300    ALLESANDRO                   ST","","(34.0795, -118.2636)"
"3252",121104043,"12/31/2011","12/31/2011",910,11,"Northeast",1162,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",41,"M","W",602,"BANK",NA,"","IC","Invest Cont",440,NA,NA,NA,"1500 N  VERMONT                      AV","","(34.0982, -118.2918)"
"3253",121104048,"01/02/2012","12/31/2011",1400,11,"Northeast",1101,330,"BURGLARY FROM VEHICLE","0344 1307",49,"M","A",108,"PARKING LOT",NA,"","IC","Invest Cont",330,NA,NA,NA,"GRIFFITH PARK                RD","CAMPUS                       RD","(34.1374, -118.2941)"
"3254",121104103,"01/02/2012","12/31/2011",1800,11,"Northeast",1152,310,"BURGLARY","0344 0329 1601",NA,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"1600    HILLHURST                    AV","","(34.1, -118.2874)"
"3255",121104122,"01/03/2012","12/31/2011",900,11,"Northeast",1125,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",11,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"YORK","AVENUE 50","(34.1215, -118.2069)"
"3256",121104181,"01/04/2012","12/31/2011",1900,11,"Northeast",1139,310,"BURGLARY","1602 0344",NA,"M","W",203,"OTHER BUSINESS",NA,"","AO","Adult Other",310,NA,NA,NA,"5800 N  FIGUEROA                     ST","","(34.1137, -118.1862)"
"3257",121104330,"01/07/2012","12/31/2011",2030,11,"Northeast",1143,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1601 1608",31,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"1900    HYPERION                     AV","","(34.0972, -118.2757)"
"3258",121104335,"01/07/2012","12/31/2011",1600,11,"Northeast",1133,649,"DOCUMENT FORGERY / STOLEN FELONY","1202 1822 0924",64,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",649,NA,NA,NA,"3400    PERLITA                      AV","","(34.1172, -118.2562)"
"3259",121104400,"01/09/2012","12/31/2011",1500,11,"Northeast",1119,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",34,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",440,NA,NA,NA,"4800    RUTH                         AV","","(34.1344, -118.191)"
"3260",121104580,"01/13/2012","12/31/2011",1000,11,"Northeast",1151,354,"THEFT OF IDENTITY","0800",34,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"1300 N  EDGEMONT                     ST","","(34.0954, -118.2961)"
"3261",121105137,"01/24/2012","12/31/2011",1600,11,"Northeast",1181,354,"THEFT OF IDENTITY","1822",35,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"1100    WATERLOO                     ST","","(34.0785, -118.267)"
"3262",121106669,"02/16/2012","12/31/2011",1200,11,"Northeast",1177,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060","1251 0533 1267",13,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",812,NA,NA,NA,"600 W  AVENUE 27","","(34.0866, -118.2241)"
"3263",121122052,"12/06/2012","12/31/2011",1700,11,"Northeast",1109,354,"THEFT OF IDENTITY","",50,"M","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"1300    UPTON                        PL","","(34.1416, -118.1932)"
"3264",121204001,"12/31/2011","12/31/2011",2245,12,"77th Street",1266,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 0408",25,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AA","Adult Arrest",626,NA,NA,NA,"600 W  80TH                         ST","","(33.9668, -118.2842)"
"3265",121204006,"01/01/2012","12/31/2011",1635,12,"77th Street",1241,626,"INTIMATE PARTNER - SIMPLE ASSAULT","0416 0448 1243 1814 2000 0401",29,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"6100    11TH                         AV","","(33.9846, -118.3294)"
"3266",121204007,"01/01/2012","12/31/2011",1100,12,"77th Street",1211,901,"VIOLATION OF RESTRAINING ORDER","0360 1242",64,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",901,NA,NA,NA,"5300    BRYNHURST                    AV","","(33.995, -118.3333)"
"3267",121204008,"01/01/2012","12/31/2011",1900,12,"77th Street",1255,121,"RAPE, FORCIBLE","0334 0432 1309 1310 0519 0516 0504 0531 0527 1415",18,"F","B",122,"VEHICLE, PASSENGER/TRUCK",102,"HAND GUN","AO","Adult Other",121,NA,NA,NA,"FLORENCE                     AV","NORMANDIE                    AV","(33.9746, -118.3003)"
"3268",121204009,"01/01/2012","12/31/2011",530,12,"77th Street",1203,624,"BATTERY - SIMPLE ASSAULT","0342 0444 0913 1309 1814 2000",22,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"4500 S  WILTON                       PL","","(34.0028, -118.3149)"
"3269",121204012,"01/01/2012","12/31/2011",2200,12,"77th Street",1239,210,"ROBBERY","0302 0342 0344 0448 1310 1822 0916 1311",36,"M","H",108,"PARKING LOT",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"5800 S  VERMONT                      AV","","(33.9888, -118.2915)"
"3270",121204015,"01/01/2012","12/31/2011",2210,12,"77th Street",1211,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0416 0445 0446 0448 0913 0447 1804",32,"F","B",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,NA,NA,NA,"54TH                         ST","11TH                         AV","(33.9932, -118.3294)"
"3271",121204016,"01/01/2012","12/31/2011",2210,12,"77th Street",1211,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0416 0445 0446 0448 0913 0329 0447 1804",28,"F","B",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"54TH                         ST","11TH                         AV","(33.9932, -118.3294)"
"3272",121204017,"01/01/2012","12/31/2011",2210,12,"77th Street",1211,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0416 0445 0446 0448 0913 0329 0447 1804",27,"F","B",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"54TH                         ST","11TH                         AV","(33.9932, -118.3294)"
"3273",121204018,"01/01/2012","12/31/2011",2215,12,"77th Street",1213,210,"ROBBERY","1822 0432 0337 0906 0354 0916 0334",54,"M","B",301,"GAS STATION",102,"HAND GUN","AA","Adult Arrest",210,NA,NA,NA,"5800 S  WESTERN                      AV","","(33.9897, -118.3089)"
"3274",121204023,"12/31/2011","12/31/2011",530,12,"77th Street",1203,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1300 2000 1813 1309 0914",23,"M","B",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"4500 S  WILTON                       PL","","(34.0028, -118.3149)"
"3275",121204033,"12/31/2011","12/31/2011",2120,12,"77th Street",1273,210,"ROBBERY","0913 0325 0416 0429 1236",57,"M","O",202,"LIQUOR STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"9100 S  WESTERN                      AV","","(33.9545, -118.309)"
"3276",121204043,"01/01/2012","12/31/2011",2100,12,"77th Street",1243,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1309",54,"F","B",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"6900    HAAS                         AV","","(33.977, -118.3168)"
"3277",121204044,"01/01/2012","12/31/2011",2000,12,"77th Street",1273,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307",38,"F","B",104,"DRIVEWAY",NA,"","IC","Invest Cont",745,NA,NA,NA,"8600 S  NORMANDIE                    AV","","(33.96, -118.3003)"
"3278",121204046,"12/31/2011","12/31/2011",1600,12,"77th Street",1218,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",11,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",745,NA,NA,NA,"900 W  58TH                         ST","","(33.9897, -118.2893)"
"3279",121204059,"01/02/2012","12/31/2011",2230,12,"77th Street",1266,310,"BURGLARY","0321 0344 1251 1609 1822 0314",19,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"300 W  80TH                         ST","","(33.9669, -118.2783)"
"3280",121204063,"01/02/2012","12/31/2011",230,12,"77th Street",1241,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0342 0305 0344 1309 1822",41,"M","W",101,"STREET",NA,"","IC","Invest Cont",341,NA,NA,NA,"60TH                         ST","WEST                         BL","(33.9854, -118.3352)"
